,date,count,weekday
857,2017-12-29,2,Friday
858,2017-11-28,2,Tuesday
859,2016-07-20,2,Wednesday
860,2019-02-13,2,Wednesday
861,2018-02-13,2,Tuesday
862,2017-04-29,2,Saturday
863,2017-10-27,2,Friday
864,2016-11-12,2,Saturday
865,2017-07-14,2,Friday
866,2016-11-23,2,Wednesday
867,2018-06-27,2,Wednesday
868,2016-12-15,1,Thursday
869,2017-11-04,1,Saturday
870,2018-07-05,1,Thursday
871,2017-11-12,1,Sunday
872,2018-12-26,1,Wednesday
873,2018-07-13,1,Friday
874,2018-02-14,1,Wednesday
875,2017-11-06,1,Monday
876,2018-06-17,1,Sunday
877,2018-08-18,1,Saturday
878,2017-01-06,1,Friday
879,2018-12-20,1,Thursday
880,2017-12-30,1,Saturday
881,2017-07-05,1,Wednesday
882,2019-01-09,1,Wednesday
883,2018-02-06,1,Tuesday
884,2018-01-13,1,Saturday
885,2018-03-01,1,Thursday
886,2019-01-07,1,Monday
887,2016-12-11,1,Sunday
888,2016-07-09,1,Saturday
889,2018-02-24,1,Saturday
890,2016-06-30,1,Thursday
891,2019-01-11,1,Friday
892,2018-02-18,1,Sunday
893,2018-03-10,1,Saturday
894,2017-08-19,1,Saturday
895,2017-10-08,1,Sunday
896,2018-01-19,1,Friday
897,2018-12-02,1,Sunday
898,2016-07-02,1,Saturday
899,2016-11-04,1,Friday
900,2017-03-10,1,Friday
901,2016-11-25,1,Friday
902,2018-02-21,1,Wednesday
903,2017-11-14,1,Tuesday
904,2017-01-25,1,Wednesday
905,2018-01-02,1,Tuesday
906,2016-12-20,1,Tuesday
907,2019-02-26,1,Tuesday
908,2016-10-01,1,Saturday
909,2017-02-23,1,Thursday
910,2019-01-28,1,Monday
911,2018-02-27,1,Tuesday
912,2017-09-03,1,Sunday
913,2017-02-20,1,Monday
914,2018-01-06,1,Saturday
915,2017-12-13,1,Wednesday
916,2018-12-08,1,Saturday
917,2016-06-15,1,Wednesday
918,2019-01-27,1,Sunday
919,2018-08-04,1,Saturday
920,2018-02-26,1,Monday
921,2019-01-08,1,Tuesday
922,2017-12-16,1,Saturday
923,2017-01-14,1,Saturday
924,2019-02-17,1,Sunday
925,2016-12-22,1,Thursday
926,2018-07-22,1,Sunday
927,2018-02-12,1,Monday
928,2018-01-08,1,Monday
929,2016-07-10,1,Sunday
930,2017-03-03,1,Friday
931,2018-11-30,1,Friday
932,2017-10-05,1,Thursday
